LONGITUDE;LATITUDE;NO_MUNICIPIO;NO_REGIAO;SG_UF;CO_MUNICIPIO;Total -educacao infantil;PrÃ©-Escola;Total - findamental;Ensino MÃ©dio;EducaÃ§Ã£o Profissional;EducaÃ§Ã£o de Jovens e Adultos (EJA);EducaÃ§Ã£o Especial;terrai_nome;etnia_nome;modalidade_ti;faixa_fronteira;ha-terra-indigena
-51.917.365;-23.192.904;ã‚ngulo;Sul;PR;4101150.0;73.1;100.0;96.8;95.2;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-55.516.324;-1.909.235;ã“bidos;Norte;PA;1505106.0;91.5;90.9;94.5;99.1;100.0;96.5;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-49.340.951;-22.944.585;ã“leo;Sudeste;SP;3533809.0;91.3;95.0;100.0;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-42.136.164;-13.422.348;ã‰rico cardoso;Nordeste;BA;2900504.0;81.3;94.4;81.8;89.5;0.0;39.2;50.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-50.485.275;-6.804.949;ãgua azul do norte;Norte;PA;1500347.0;91.9;95.0;83.8;100.0;0.0;86.4;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-42.389.643;-17.991.053;ãgua boa;Sudeste;MG;3100609.0;96.3;94.4;95.6;95.7;0.0;93.2;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-42.389.643;-17.991.053;ãgua boa;Centro-Oeste;MT;5100201.0;91.7;90.0;93.9;96.7;0.0;96.7;30.8;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.158.915;-14.049.087;ãgua boa;Sudeste;MG;3100609.0;96.3;94.4;95.6;95.7;0.0;93.2;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.158.915;-14.049.087;ãgua boa;Centro-Oeste;MT;5100201.0;91.7;90.0;93.9;96.7;0.0;96.7;30.8;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-42.635.131;-5.893.266;ãgua branca;Nordeste;PI;2200202.0;91.8;97.9;93.9;92.0;80.0;89.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-42.635.131;-5.893.266;ãgua branca;Nordeste;PB;2500106.0;76.0;73.3;94.8;100.0;0.0;80.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-42.635.131;-5.893.266;ãgua branca;Nordeste;AL;2700102.0;64.1;85.0;90.4;98.0;0.0;73.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.642.209;-751.107;ãgua branca;Nordeste;PI;2200202.0;91.8;97.9;93.9;92.0;80.0;89.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.642.209;-751.107;ãgua branca;Nordeste;PB;2500106.0;76.0;73.3;94.8;100.0;0.0;80.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.642.209;-751.107;ãgua branca;Nordeste;AL;2700102.0;64.1;85.0;90.4;98.0;0.0;73.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.940.715;-9.267.025;ãgua branca;Nordeste;PI;2200202.0;91.8;97.9;93.9;92.0;80.0;89.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.940.715;-9.267.025;ãgua branca;Nordeste;PB;2500106.0;76.0;73.3;94.8;100.0;0.0;80.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.940.715;-9.267.025;ãgua branca;Nordeste;AL;2700102.0;64.1;85.0;90.4;98.0;0.0;73.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.875.118;-20.448.851;ãgua clara;Centro-Oeste;MS;5000203.0;88.9;88.2;97.0;98.0;0.0;100.0;85.7;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-48.108.077;-20.059.312;ãgua comprida;Sudeste;MG;3100708.0;57.1;80.0;95.2;92.3;0.0;92.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.559.097;-27.004.092;ãgua doce;Sul;SC;4200408.0;100.0;100.0;96.6;80.0;75.0;90.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-40.976.456;-18.545.546;ãgua doce do norte;Sudeste;ES;3200169.0;100.0;100.0;97.4;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.768.078;-11.872.931;ãgua fria;Nordeste;BA;2900405.0;81.4;87.2;89.6;94.4;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-48.761.241;-18.071.406;ãgua limpa;Centro-Oeste;GO;5200209.0;60.0;100.0;100.0;66.7;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.290.825;-6.204.717;ãgua nova;Nordeste;RN;2400406.0;90.9;100.0;95.7;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.518.557;-8.709.123;ãgua preta;Nordeste;PE;2600401.0;41.2;53.8;59.7;100.0;0.0;84.4;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.034.633;-28.175.055;ãgua santa;Sul;RS;4300059.0;54.5;50.0;79.4;93.3;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.121.957;-911.459;ãguas belas;Nordeste;PE;2600500.0;60.6;59.6;77.6;97.1;0.0;90.5;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-46.716.767;-21.934.829;ãguas da prata;Sudeste;SP;3500402.0;81.5;71.4;98.4;95.5;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-40.935.228;-17.082.304;ãguas formosas;Sudeste;MG;3100906.0;96.1;100.0;97.6;90.7;100.0;91.4;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.859.419;-26.880.228;ãguas frias;Sul;SC;4200556.0;91.7;100.0;100.0;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-48.840.538;-27.706.597;ãguas mornas;Sul;SC;4200606.0;100.0;100.0;90.9;86.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-41.458.788;-1.574.532;ãguas vermelhas;Sudeste;MG;3101003.0;96.9;94.4;99.1;98.7;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-40.736.638;-18.987.361;ãguia branca;Sudeste;ES;3200136.0;98.2;97.3;95.7;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-49.911.185;-20.319.876;ãlvares florence;Sudeste;SP;3501202.0;76.0;93.3;100.0;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.468.797;-22.077.779;ãlvares machado;Sudeste;SP;3501301.0;94.8;96.3;99.5;98.9;0.0;90.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-49.720.609;-22.076.375;ãlvaro de carvalho;Sudeste;SP;3501400.0;100.0;100.0;97.6;94.4;0.0;90.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.054.176;-27.693.787;ãurea;Sul;RS;4301552.0;100.0;100.0;91.9;92.9;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-47.396.832;-18.487.565;abadia dos dourados;Sudeste;MG;3100104.0;95.5;94.4;100.0;100.0;0.0;0.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-48.884.404;-172.347;abaetetuba;Norte;PA;1500107.0;84.0;78.9;92.5;99.0;91.3;91.6;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-39.047.547;-7.356.977;abaiara;Nordeste;CE;2300101.0;52.3;45.0;85.7;100.0;0.0;83.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.025.272;-27.608.987;abdon batista;Sul;SC;4200051.0;100.0;100.0;91.7;73.1;80.0;0.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-48.396.762;-4.951.391;abel figueiredo;Norte;PA;1500131.0;100.0;100.0;82.0;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.336.482;-26.563.031;abelardo luz;Sul;SC;4200101.0;94.6;100.0;92.6;84.9;0.0;69.2;0.0;Toldo Imbu;Kaingang;Tradicionalmente ocupada;Sim;sim
-4.248.099;-20.301.445;abre campo;Sudeste;MG;3100302.0;84.4;80.8;98.4;97.5;0.0;100.0;75.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-34.899.131;-7.904.449;abreu e lima;Nordeste;PE;2600054.0;46.8;50.9;76.3;95.5;94.6;96.5;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-43.148.239;-20.360.409;acaiaca;Sudeste;MG;3100401.0;93.3;83.3;96.1;87.9;100.0;83.3;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.018.286;-11.662.613;acajutiba;Nordeste;BA;2900306.0;72.5;70.8;74.8;100.0;0.0;84.2;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.705.624;-4.223.138;acarape;Nordeste;CE;2300150.0;89.1;96.3;96.3;96.8;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.643.739;-6.442.085;acari;Nordeste;RN;2400109.0;100.0;100.0;98.1;100.0;0.0;93.8;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-39.455.705;-6.092.762;acopiara;Nordeste;CE;2300309.0;69.6;66.3;80.5;98.5;100.0;28.2;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-56.371.553;-1.519.789;acorizal;Centro-Oeste;MT;5100102.0;88.9;87.5;98.5;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.073.365;-21.688.311;adamantina;Sudeste;SP;3500105.0;93.2;96.2;98.7;99.4;98.1;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-49.649.721;-2.123.273;adolfo;Sudeste;SP;3500204.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.115.506;-10.529.572;adustina;Nordeste;BA;2900355.0;81.8;78.9;87.4;100.0;0.0;55.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.637.686;-7.748.328;afogados da ingazeira;Nordeste;PE;2600104.0;67.5;72.3;78.4;100.0;100.0;87.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.509.148;-5.498.734;afonso bezerra;Nordeste;RN;2400307.0;70.4;72.2;93.5;100.0;0.0;80.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-43.320.869;-4.135.015;afonso cunha;Nordeste;MA;2100105.0;66.7;65.0;85.5;100.0;0.0;65.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.946.777;-8.455.973;agrestina;Nordeste;PE;2600302.0;73.5;76.2;86.9;100.0;0.0;97.2;57.1;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-45.389.465;-20.937.432;aguanil;Sudeste;MG;3100807.0;50.0;42.9;100.0;96.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-53.258.692;-29.645.663;agudo;Sul;RS;4300109.0;96.5;93.9;96.0;95.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-48.990.156;-22.474.037;agudos;Sudeste;SP;3500709.0;93.3;96.8;97.5;98.1;100.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-49.338.702;-25.990.618;agudos do sul;Sul;PR;4100301.0;94.3;95.7;90.3;90.9;0.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.177.582;-7.094.806;aguiar;Nordeste;PB;2500205.0;75.0;66.7;84.6;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-39.885.778;-14.127.277;aiquara;Nordeste;BA;2900603.0;68.8;71.4;82.6;100.0;0.0;58.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-4.012.316;-6.563.298;aiuaba;Nordeste;CE;2300408.0;51.5;48.7;81.8;89.7;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-44.602.824;-21.975.897;aiuruoca;Sudeste;MG;3101201.0;100.0;100.0;91.8;88.9;100.0;0.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-53.772.819;-28.237.729;ajuricaba;Sul;RS;4300208.0;88.9;87.5;95.0;90.5;0.0;0.0;60.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-44.638.099;-22.171.136;alagoa;Sudeste;MG;3101300.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.633.892;-7.036.775;alagoa grande;Nordeste;PB;2500304.0;68.8;74.3;81.1;91.1;0.0;86.2;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.759.457;-7.057.799;alagoa nova;Nordeste;PB;2500403.0;64.2;53.6;83.2;82.1;0.0;86.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.545.491;-694.814;alagoinha;Nordeste;PB;2500502.0;32.1;33.3;68.9;90.9;0.0;75.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.545.491;-694.814;alagoinha;Nordeste;PE;2600609.0;60.7;61.1;81.1;100.0;0.0;72.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.775.456;-8.466.271;alagoinha;Nordeste;PB;2500502.0;32.1;33.3;68.9;90.9;0.0;75.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.775.456;-8.466.271;alagoinha;Nordeste;PE;2600609.0;60.7;61.1;81.1;100.0;0.0;72.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.422.616;-12.134.183;alagoinhas;Nordeste;BA;2900702.0;74.1;73.0;84.9;91.9;79.8;92.9;75.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-47.893.588;-23.553.899;alambari;Sudeste;SP;3500758.0;81.3;100.0;97.8;95.7;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-46.611.603;-22.199.764;albertina;Sudeste;MG;3101409.0;94.4;100.0;100.0;73.3;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.060.604;-7.741.477;alcantil;Nordeste;PB;2500536.0;52.6;50.0;62.5;92.9;0.0;70.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-43.468.735;-4.630.779;aldeias altas;Nordeste;MA;2100303.0;72.1;71.4;73.0;97.9;0.0;61.2;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-54.767.096;-27.661.074;alecrim;Sul;RS;4300307.0;80.0;81.8;73.3;91.7;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-41.536.488;-20.763.265;alegre;Sudeste;ES;3200201.0;95.5;93.7;98.8;100.0;100.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-5.579.587;-29.782.043;alegrete;Sul;RS;4300406.0;84.8;88.6;97.5;99.1;100.0;98.9;46.7;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-54.057.366;-278.373;alegria;Sul;RS;4300455.0;90.0;80.0;89.7;93.8;0.0;0.0;40.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-54.740.862;-1.951.398;alenquer;Norte;PA;1500404.0;94.2;94.3;98.3;99.1;0.0;97.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.019.289;-6.417.136;alexandria;Nordeste;RN;2400505.0;88.9;88.0;93.9;100.0;0.0;95.2;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-45.948.918;-21.428.178;alfenas;Sudeste;MG;3101607.0;80.1;79.7;95.0;97.2;84.6;96.7;90.9;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-4.076.005;-20.630.348;alfredo chaves;Sudeste;ES;3200300.0;94.7;100.0;98.1;95.7;0.0;93.8;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.412.938;-21.952.741;alfredo marcondes;Sudeste;SP;3500808.0;100.0;100.0;94.6;96.4;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-4.377.389;-21.139.423;alfredo vasconcelos;Sudeste;MG;3101631.0;94.1;94.1;95.1;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-49.343.812;-27.705.396;alfredo wagner;Sul;SC;4200705.0;88.0;77.8;86.6;82.8;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-34.911.985;-7.432.995;alhandra;Nordeste;PB;2500601.0;64.2;68.8;84.4;97.6;0.0;93.6;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-39.635.903;-14.706.048;almadina;Nordeste;BA;2900900.0;42.9;42.9;63.2;100.0;0.0;83.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-47.174.172;-11.574.523;almas;Norte;TO;1700400.0;100.0;100.0;90.0;98.0;0.0;88.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.576.835;-1.527.339;almeirim;Norte;PA;1500503.0;66.7;68.0;75.8;98.2;0.0;85.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-40.697.651;-16.180.616;almenara;Sudeste;MG;3101706.0;92.9;90.9;97.7;97.1;93.8;97.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.763.125;-6.157.421;almino afonso;Nordeste;RN;2400604.0;80.0;100.0;94.1;100.0;0.0;91.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-41.989.129;-18.986.831;alpercata;Sudeste;MG;3101805.0;33.3;35.7;74.6;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-53.037.366;-27.248.769;alpestre;Sul;RS;4300505.0;100.0;100.0;97.6;100.0;0.0;0.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-5.609.161;-9.871.723;alta floresta;Centro-Oeste;MT;5100250.0;89.5;91.0;94.0;97.9;100.0;98.4;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-61.999.824;-1.193.554;alta floresta d'oeste;Norte;RO;1100015.0;95.2;92.3;87.6;97.5;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-49.060.111;-20.523.305;altair;Sudeste;SP;3500907.0;95.5;100.0;100.0;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.214.376;-320.566;altamira;Norte;PA;1500602.0;88.3;83.4;92.7;99.4;100.0;91.4;0.0;Baú;Kayapó;Tradicionalmente ocupada;Não;sim
-39.745.821;-6.997.498;altaneira;Nordeste;CE;2300606.0;95.2;91.7;100.0;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-46.145.321;-2.125.587;alterosa;Sudeste;MG;3102001.0;92.3;93.8;100.0;94.9;100.0;100.0;77.8;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-360.597;-8.489.593;altinho;Nordeste;PE;2600807.0;62.5;65.4;70.7;100.0;0.0;96.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-61.314.022;2.993.823;alto alegre;Norte;RR;1400050.0;64.3;59.5;59.2;79.8;0.0;69.2;0.0;Anta;Wapixana;Tradicionalmente ocupada;Sim;sim
-61.314.022;2.993.823;alto alegre;Sudeste;SP;3501103.0;66.7;100.0;100.0;92.0;0.0;0.0;100.0;Anta;Wapixana;Tradicionalmente ocupada;Sim;sim
-61.314.022;2.993.823;alto alegre;Sul;RS;4300554.0;100.0;100.0;96.0;100.0;0.0;0.0;0.0;Anta;Wapixana;Tradicionalmente ocupada;Sim;sim
-50.163.597;-21.581.689;alto alegre;Norte;RR;1400050.0;64.3;59.5;59.2;79.8;0.0;69.2;0.0;Anta;Wapixana;Tradicionalmente ocupada;Sim;sim
-50.163.597;-21.581.689;alto alegre;Sudeste;SP;3501103.0;66.7;100.0;100.0;92.0;0.0;0.0;100.0;Anta;Wapixana;Tradicionalmente ocupada;Sim;sim
-50.163.597;-21.581.689;alto alegre;Sul;RS;4300554.0;100.0;100.0;96.0;100.0;0.0;0.0;0.0;Anta;Wapixana;Tradicionalmente ocupada;Sim;sim
-52.990.755;-28.774.746;alto alegre;Norte;RR;1400050.0;64.3;59.5;59.2;79.8;0.0;69.2;0.0;Anta;Wapixana;Tradicionalmente ocupada;Sim;sim
-52.990.755;-28.774.746;alto alegre;Sudeste;SP;3501103.0;66.7;100.0;100.0;92.0;0.0;0.0;100.0;Anta;Wapixana;Tradicionalmente ocupada;Sim;sim
-52.990.755;-28.774.746;alto alegre;Sul;RS;4300554.0;100.0;100.0;96.0;100.0;0.0;0.0;0.0;Anta;Wapixana;Tradicionalmente ocupada;Sim;sim
-61.853.077;-12.131.777;alto alegre dos parecis;Norte;RO;1100379.0;100.0;100.0;98.1;100.0;0.0;100.0;0.0;Rio Mequens;Sakurabiat;Tradicionalmente ocupada;Sim;sim
-5.322.026;-1.731.559;alto araguaia;Centro-Oeste;MT;5100300.0;100.0;100.0;95.2;98.5;0.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.911.037;-27.431.138;alto bela vista;Sul;SC;4200754.0;100.0;100.0;90.0;90.9;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.379.322;-11.676.745;alto boa vista;Centro-Oeste;MT;5100359.0;61.1;57.1;82.5;93.3;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.759.493;-5.293.808;alto do rodrigues;Nordeste;RN;2400703.0;90.2;91.7;93.0;100.0;55.6;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.315.816;-29.390.139;alto feliz;Sul;RS;4300570.0;88.9;100.0;92.6;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-49.332.749;-14.199.227;alto horizonte;Centro-Oeste;GO;5200555.0;92.0;90.9;100.0;91.7;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-56.494.442;-14.514.712;alto paraguai;Centro-Oeste;MT;5100508.0;100.0;100.0;98.6;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-53.441.249;-24.019.013;alto piquiri;Sul;PR;4100707.0;87.9;81.8;87.2;100.0;100.0;100.0;93.8;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-43.418.871;-21.022.146;alto rio doce;Sudeste;MG;3102100.0;95.7;94.4;97.6;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-41.018.684;-190.575;alto rio novo;Sudeste;ES;3200359.0;94.7;90.0;91.5;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.272.778;-5.522.082;alto santo;Nordeste;CE;2300705.0;66.0;68.9;86.3;97.1;84.6;73.5;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-53.281.993;-17.834.744;alto taquari;Centro-Oeste;MT;5100607.0;81.8;94.1;99.0;93.9;0.0;93.8;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-42.460.948;-5.036.546;altos;Nordeste;PI;2200400.0;87.6;89.7;93.3;96.8;100.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-41.726.442;-1.941.447;alvarenga;Sudeste;MG;3102209.0;100.0;100.0;96.2;96.0;0.0;91.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-49.126.811;-12.478.815;alvorada;Norte;TO;1700707.0;95.7;100.0;97.1;100.0;0.0;100.0;58.3;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-49.126.811;-12.478.815;alvorada;Sul;RS;4300604.0;61.2;69.7;91.1;95.5;97.7;98.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.077.729;-29.997.493;alvorada;Norte;TO;1700707.0;95.7;100.0;97.1;100.0;0.0;100.0;58.3;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.077.729;-29.997.493;alvorada;Sul;RS;4300604.0;61.2;69.7;91.1;95.5;97.7;98.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-43.366.084;-18.733.593;alvorada de minas;Sudeste;MG;3102407.0;96.6;95.8;95.8;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-46.515.638;-14.482.839;alvorada do norte;Centro-Oeste;GO;5200803.0;70.6;78.6;95.1;96.6;0.0;87.5;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
