terrai_nome;etnia_nome;municipio_nome;uf_sigla;superficie_perimetro_ha;fase_ti;modalidade_ti;reestudo_ti;faixa_fronteira;NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;Total -educacao infantil;Creche;Pré-Escola;Total - findamental;Anos Iniciais fundamental;Anos Finais -fundamental;Ensino Médio;Educação Profissional;Educação de Jovens e Adultos (EJA);Educação Especial
Murutinga/Tracaja;Múra;Autazes;AM;13286;Declarada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Total;90;100;88,6;90,3;89,4;92,1;98,6;90;100;--
Murutinga/Tracaja;Múra;Autazes;AM;13286;Declarada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Urbana;94,3;100;92;98,3;96,9;100;100;90;100;--
Murutinga/Tracaja;Múra;Autazes;AM;13286;Declarada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Rural;86,7;--;86,7;85,5;84,2;88,2;97,5;--;100;--
Muã Mimatxi (Fazenda Modelo Diniz);Pataxó;Itapecerica;MG;0;Regularizada;Reserva Indígena;;Não;2022;Sudeste;MG;3133501.0;Itapecerica;Total;85,4;84,6;85,7;97,2;94,9;96,4;95,5;100;98,5;--
Muã Mimatxi (Fazenda Modelo Diniz);Pataxó;Itapecerica;MG;0;Regularizada;Reserva Indígena;;Não;2022;Sudeste;MG;3133501.0;Itapecerica;Urbana;94,4;84,6;100;99,4;100;99;98,4;100;98,5;--
Muã Mimatxi (Fazenda Modelo Diniz);Pataxó;Itapecerica;MG;0;Regularizada;Reserva Indígena;;Não;2022;Sudeste;MG;3133501.0;Itapecerica;Rural;20;--;20;63,6;42,9;62,5;50;--;--;--
Mãe Maria;Gavião Parkatejê;Bom Jesus do Tocantins;PA;62488,4516;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1501576.0;Bom Jesus do Tocantins;Total;93;100;90,7;86,1;85;86,7;86,1;--;85,4;--
Mãe Maria;Gavião Parkatejê;Bom Jesus do Tocantins;PA;62488,4516;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1501576.0;Bom Jesus do Tocantins;Urbana;96,8;100;94,4;98,5;97,7;100;100;--;100;--
Mãe Maria;Gavião Parkatejê;Bom Jesus do Tocantins;PA;62488,4516;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1501576.0;Bom Jesus do Tocantins;Rural;88,5;100;88;81,8;79,4;84,2;84;--;83,9;--
Mãe Maria;Gavião Parkatejê;Bom Jesus do Tocantins;PA;62488,4516;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;TO;1703305.0;Bom Jesus do Tocantins;Total;80;100;66,7;83,3;91,7;77,8;84,2;--;--;--
Mãe Maria;Gavião Parkatejê;Bom Jesus do Tocantins;PA;62488,4516;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;TO;1703305.0;Bom Jesus do Tocantins;Urbana;80;100;66,7;87,5;100;76,9;84,2;--;--;--
Mãe Maria;Gavião Parkatejê;Bom Jesus do Tocantins;PA;62488,4516;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;TO;1703305.0;Bom Jesus do Tocantins;Rural;--;--;--;66,7;0;80;--;--;--;--
Nambikwara;Nambikwára;Comodoro;MT;1011961,485;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MT;5103304.0;Comodoro;Total;92,5;94,7;91,2;90,3;93,9;88,7;96,1;--;100;66,7
Nambikwara;Nambikwára;Comodoro;MT;1011961,485;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MT;5103304.0;Comodoro;Urbana;97,1;94,7;100;95,8;95,7;96,2;92,5;--;100;66,7
Nambikwara;Nambikwára;Comodoro;MT;1011961,485;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MT;5103304.0;Comodoro;Rural;84,2;--;84,2;83,8;89,5;82,5;100;--;--;--
Natal/Felicidade;Múra;Autazes;AM;313,3411;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Total;90;100;88,6;90,3;89,4;92,1;98,6;90;100;--
Natal/Felicidade;Múra;Autazes;AM;313,3411;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Urbana;94,3;100;92;98,3;96,9;100;100;90;100;--
Natal/Felicidade;Múra;Autazes;AM;313,3411;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Rural;86,7;--;86,7;85,5;84,2;88,2;97,5;--;100;--
Nioaque;Terena;Nioaque;MS;3029,3529;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5005806.0;Nioaque;Total;76,7;90;71,4;84;82,3;79,8;91;--;70;--
Nioaque;Terena;Nioaque;MS;3029,3529;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5005806.0;Nioaque;Urbana;92,5;90;95,5;96,3;98,1;92,9;94,3;--;--;--
Nioaque;Terena;Nioaque;MS;3029,3529;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5005806.0;Nioaque;Rural;45;--;45;70,3;63,6;70,2;87,5;--;70;--
Nossa Senhora de Fátima;Terena;Miranda;MS;88,888;Regularizada;Reserva Indígena;;Não;2022;Centro-Oeste;MS;5005608.0;Miranda;Total;77,4;100;69,8;89,7;82,8;96,1;95,8;100;100;60
Nossa Senhora de Fátima;Terena;Miranda;MS;88,888;Regularizada;Reserva Indígena;;Não;2022;Centro-Oeste;MS;5005608.0;Miranda;Urbana;93;100;88,9;98,6;97;100;99,1;--;100;60
Nossa Senhora de Fátima;Terena;Miranda;MS;88,888;Regularizada;Reserva Indígena;;Não;2022;Centro-Oeste;MS;5005608.0;Miranda;Rural;44,4;--;44,4;73,5;62;87,3;89,7;100;100;--
Nova Jacundá;Guarani Mbya;Rondon do Pará;PA;424,614;Regularizada;Dominial Indígena;;Não;2022;Norte;PA;1506187.0;Rondon do Pará;Total;88,6;88,9;89,2;92,1;93,9;90,5;100;--;96,6;--
Nova Jacundá;Guarani Mbya;Rondon do Pará;PA;424,614;Regularizada;Dominial Indígena;;Não;2022;Norte;PA;1506187.0;Rondon do Pará;Urbana;95,5;92,3;97,8;96,9;94,1;100;100;--;96,6;--
Nova Jacundá;Guarani Mbya;Rondon do Pará;PA;424,614;Regularizada;Dominial Indígena;;Não;2022;Norte;PA;1506187.0;Rondon do Pará;Rural;66,7;0;70;76,7;92,3;73,6;--;--;--;--
Nove de Janeiro;Diahói;Humaitá;AM;228777,0999;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301704.0;Humaitá;Total;93,5;97,9;91,3;90,5;91;90;99,1;100;84,4;--
Nove de Janeiro;Diahói;Humaitá;AM;228777,0999;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301704.0;Humaitá;Urbana;98,2;97,7;97,4;99,1;98,4;100;100;100;100;--
Nove de Janeiro;Diahói;Humaitá;AM;228777,0999;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301704.0;Humaitá;Rural;76,7;100;74,1;77,9;78;80,5;98,4;100;60;--
Nove de Janeiro;Diahói;Humaitá;AM;228777,0999;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;RS;4309704.0;Humaitá;Total;64,7;66,7;66,7;82,8;73;92,5;100;--;--;80
Nove de Janeiro;Diahói;Humaitá;AM;228777,0999;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;RS;4309704.0;Humaitá;Urbana;64,3;66,7;66,7;83,3;71;93,9;100;--;--;80
Nove de Janeiro;Diahói;Humaitá;AM;228777,0999;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;RS;4309704.0;Humaitá;Rural;66,7;--;66,7;80;83,3;85,7;--;--;--;--
Nukini;Nukiní;Mâncio Lima;AC;27263,5212;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200336.0;Mâncio Lima;Total;54,8;67,9;47,8;72,2;77,8;69;76;--;71,9;--
Nukini;Nukiní;Mâncio Lima;AC;27263,5212;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200336.0;Mâncio Lima;Urbana;87,1;86,7;88,2;93,1;90,9;94,8;94,9;--;100;--
Nukini;Nukiní;Mâncio Lima;AC;27263,5212;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200336.0;Mâncio Lima;Rural;31;46,2;24,1;56,8;57,1;55,8;64,6;--;62,5;--
Ofayé-Xavante;Ofayé;Brasilândia;MS;1937,625;Declarada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MS;5002308.0;Brasilândia;Total;92,5;86,4;89,3;98,4;100;97,3;100;--;--;--
Ofayé-Xavante;Ofayé;Brasilândia;MS;1937,625;Declarada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MS;5002308.0;Brasilândia;Urbana;90,6;85;86,4;100;100;100;100;--;--;--
Ofayé-Xavante;Ofayé;Brasilândia;MS;1937,625;Declarada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MS;5002308.0;Brasilândia;Rural;100;100;100;91,7;100;91,3;100;--;--;--
Ofayé-Xavante;Ofayé;Brasilândia;MS;484;Regularizada;Reserva Indígena;Reestudo;Não;2022;Centro-Oeste;MS;5002308.0;Brasilândia;Total;92,5;86,4;89,3;98,4;100;97,3;100;--;--;--
Ofayé-Xavante;Ofayé;Brasilândia;MS;484;Regularizada;Reserva Indígena;Reestudo;Não;2022;Centro-Oeste;MS;5002308.0;Brasilândia;Urbana;90,6;85;86,4;100;100;100;100;--;--;--
Ofayé-Xavante;Ofayé;Brasilândia;MS;484;Regularizada;Reserva Indígena;Reestudo;Não;2022;Centro-Oeste;MS;5002308.0;Brasilândia;Rural;100;100;100;91,7;100;91,3;100;--;--;--
Ouro;Makuxí;Boa Vista;RR;13572,9696;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400100.0;Boa Vista;Total;90,2;83,8;92,6;93,1;94,3;90,7;94,8;92,3;87,5;--
Ouro;Makuxí;Boa Vista;RR;13572,9696;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400100.0;Boa Vista;Urbana;91,5;83,8;94,7;95,5;95,6;95;97;91,2;98,2;--
Ouro;Makuxí;Boa Vista;RR;13572,9696;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400100.0;Boa Vista;Rural;69,8;--;69,8;65,3;72,9;57,1;77,5;100;67,1;--
Ouro;Makuxí;Boa Vista;RR;13572,9696;Regularizada;Tradicionalmente ocupada;;Sim;2022;Nordeste;PB;2502151.0;Boa Vista;Total;82,1;88,9;78,9;93,2;88,5;97;100;--;100;--
Ouro;Makuxí;Boa Vista;RR;13572,9696;Regularizada;Tradicionalmente ocupada;;Sim;2022;Nordeste;PB;2502151.0;Boa Vista;Urbana;84,2;88,9;80;97,7;94,7;100;100;--;100;--
Ouro;Makuxí;Boa Vista;RR;13572,9696;Regularizada;Tradicionalmente ocupada;;Sim;2022;Nordeste;PB;2502151.0;Boa Vista;Rural;77,8;--;77,8;81,3;71,4;88,9;--;--;--;--
Pacaas Novas;Pakaa Nova ;Guajará-Mirim;RO;279906,3833;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RO;1100106.0;Guajará-Mirim;Total;91,4;83,3;93,6;72,2;67,2;76,8;98,5;--;100;--
Pacaas Novas;Pakaa Nova ;Guajará-Mirim;RO;279906,3833;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RO;1100106.0;Guajará-Mirim;Urbana;91,4;83,3;93,6;94,7;93,3;96,6;98,6;--;100;--
Pacaas Novas;Pakaa Nova ;Guajará-Mirim;RO;279906,3833;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RO;1100106.0;Guajará-Mirim;Rural;--;--;--;23,9;0;41,5;98,2;--;--;--
Pacheca;Guaraní;Camaquã;RS;1852,205;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;RS;4303509.0;Camaquã;Total;88,4;93,8;85,2;97;95,4;98,2;99,1;97,6;100;81,3
Pacheca;Guaraní;Camaquã;RS;1852,205;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;RS;4303509.0;Camaquã;Urbana;88,1;93,8;84,2;97,3;95,6;99,1;99;97,6;100;81,3
Pacheca;Guaraní;Camaquã;RS;1852,205;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;RS;4303509.0;Camaquã;Rural;91,7;--;91,7;96,3;94,9;96,3;100;--;--;--
Padre;Múra;Autazes;AM;797,511;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Total;90;100;88,6;90,3;89,4;92,1;98,6;90;100;--
Padre;Múra;Autazes;AM;797,511;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Urbana;94,3;100;92;98,3;96,9;100;100;90;100;--
Padre;Múra;Autazes;AM;797,511;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Rural;86,7;--;86,7;85,5;84,2;88,2;97,5;--;100;--
Pakurity;Guarani Mbya;Cananéia;SP;5730;Delimitada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3509908.0;Cananéia;Total;100;100;100;95,6;100;93,3;100;--;100;--
Pakurity;Guarani Mbya;Cananéia;SP;5730;Delimitada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3509908.0;Cananéia;Urbana;100;100;100;100;100;100;100;--;100;--
Pakurity;Guarani Mbya;Cananéia;SP;5730;Delimitada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3509908.0;Cananéia;Rural;100;--;100;68,2;--;68,2;100;--;--;--
Panambizinho;Guarani Kaiowá;Dourados;MS;1272,8035;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5003702.0;Dourados;Total;95,8;94,6;96,4;96,1;94,3;98,1;98,7;88,5;98,9;97,8
Panambizinho;Guarani Kaiowá;Dourados;MS;1272,8035;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5003702.0;Dourados;Urbana;95,9;94,5;96,7;98,2;97,9;98,8;98,8;88,5;99,3;97,8
Panambizinho;Guarani Kaiowá;Dourados;MS;1272,8035;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5003702.0;Dourados;Rural;94,3;96,3;94,1;86,3;77,5;95,4;97,8;--;96,6;100
Pankará da Serra do Arapuá;Pankará;Carnaubeira da Penha;PE;15114;Delimitada;Tradicionalmente ocupada;;Não;2022;Nordeste;PE;2603926.0;Carnaubeira da Penha;Total;6,7;6,3;6,9;7,9;7,8;8,3;23,3;--;15,5;--
Pankará da Serra do Arapuá;Pankará;Carnaubeira da Penha;PE;15114;Delimitada;Tradicionalmente ocupada;;Não;2022;Nordeste;PE;2603926.0;Carnaubeira da Penha;Urbana;25;25;25;25;21,4;36,4;92,9;--;100;--
Pankará da Serra do Arapuá;Pankará;Carnaubeira da Penha;PE;15114;Delimitada;Tradicionalmente ocupada;;Não;2022;Nordeste;PE;2603926.0;Carnaubeira da Penha;Rural;2,7;0;4;6,3;5,9;6,6;14,2;--;7,9;--
Paquiçamba;Yudjá;Vitória do Xingu;PA;4384,2668;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1508357.0;Vitória do Xingu;Total;89,9;100;87,7;95,9;96,7;95,3;100;--;100;--
Paquiçamba;Yudjá;Vitória do Xingu;PA;4384,2668;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1508357.0;Vitória do Xingu;Urbana;100;100;100;100;100;100;100;--;100;--
Paquiçamba;Yudjá;Vitória do Xingu;PA;4384,2668;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1508357.0;Vitória do Xingu;Rural;81,6;--;81,6;93,3;93;93,8;--;--;100;--
Paracuhuba;Múra;Autazes;AM;927,5376;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Total;90;100;88,6;90,3;89,4;92,1;98,6;90;100;--
Paracuhuba;Múra;Autazes;AM;927,5376;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Urbana;94,3;100;92;98,3;96,9;100;100;90;100;--
Paracuhuba;Múra;Autazes;AM;927,5376;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Rural;86,7;--;86,7;85,5;84,2;88,2;97,5;--;100;--
Parana do Paricá;Kanamarí;Maraã;AM;7866,32;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302801.0;Maraã;Total;23,9;31,7;17,6;49,7;57,5;45;94,9;100;73,7;--
Parana do Paricá;Kanamarí;Maraã;AM;7866,32;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302801.0;Maraã;Urbana;31;35,3;25;86,2;87,1;85,1;100;100;100;--
Parana do Paricá;Kanamarí;Maraã;AM;7866,32;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302801.0;Maraã;Rural;10,6;11,1;10,5;34,4;29,2;36,5;92,7;--;33,3;--
Paraná do Arauató;Múra;Itacoatiara;AM;5915,445;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301902.0;Itacoatiara;Total;90;86,7;90,4;89,4;88,9;89,5;99,2;100;83,2;87,5
Paraná do Arauató;Múra;Itacoatiara;AM;5915,445;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301902.0;Itacoatiara;Urbana;93;86,7;94,5;96,4;94,5;100;100;100;100;87,5
Paraná do Arauató;Múra;Itacoatiara;AM;5915,445;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301902.0;Itacoatiara;Rural;80,6;--;80,6;82,7;79,6;84,4;98,7;100;72,6;--
Parati-Mirim;Guaraní;Paraty;RJ;79,1997;Regularizada;Tradicionalmente ocupada;;Não;2022;Sudeste;RJ;3303807.0;Paraty;Total;74;75;73,8;86,4;72,1;94,2;95,1;--;100;--
Parati-Mirim;Guaraní;Paraty;RJ;79,1997;Regularizada;Tradicionalmente ocupada;;Não;2022;Sudeste;RJ;3303807.0;Paraty;Urbana;73;73,9;72,7;85,3;66,4;93,8;95,1;--;100;--
Parati-Mirim;Guaraní;Paraty;RJ;79,1997;Regularizada;Tradicionalmente ocupada;;Não;2022;Sudeste;RJ;3303807.0;Paraty;Rural;76,5;83,3;75,9;88,8;80,5;95,3;--;--;100;--
Paresi;Paresí;Tangará da Serra;MT;563586,5345;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MT;5107958.0;Tangará da Serra;Total;94,5;95,8;93,4;97;98,5;96;97,4;76;90,5;94,7
Paresi;Paresí;Tangará da Serra;MT;563586,5345;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MT;5107958.0;Tangará da Serra;Urbana;98,7;97,8;99,2;99,7;99,7;99,7;100;76;100;94,7
Paresi;Paresí;Tangará da Serra;MT;563586,5345;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MT;5107958.0;Tangará da Serra;Rural;56;50;57,9;82,4;87,5;82,4;84,1;--;69;--
Patauá;Múra;Autazes;AM;615,885;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Total;90;100;88,6;90,3;89,4;92,1;98,6;90;100;--
Patauá;Múra;Autazes;AM;615,885;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Urbana;94,3;100;92;98,3;96,9;100;100;90;100;--
Patauá;Múra;Autazes;AM;615,885;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Rural;86,7;--;86,7;85,5;84,2;88,2;97,5;--;100;--
Paumari do Cuniua;Paumarí;Tapauá;AM;42828,0481;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304104.0;Tapauá;Total;64,1;63,4;66;49;51,1;48,3;100;100;67,9;--
Paumari do Cuniua;Paumarí;Tapauá;AM;42828,0481;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304104.0;Tapauá;Urbana;72,8;70,3;76,1;97,7;96,4;100;100;100;100;--
Paumari do Cuniua;Paumarí;Tapauá;AM;42828,0481;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304104.0;Tapauá;Rural;0;0;0;13,4;9,9;19,8;100;--;0;--
Paumari do Lago Manissuã;Paumarí;Tapauá;AM;22970,0651;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304104.0;Tapauá;Total;64,1;63,4;66;49;51,1;48,3;100;100;67,9;--
Paumari do Lago Manissuã;Paumarí;Tapauá;AM;22970,0651;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304104.0;Tapauá;Urbana;72,8;70,3;76,1;97,7;96,4;100;100;100;100;--
Paumari do Lago Manissuã;Paumarí;Tapauá;AM;22970,0651;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304104.0;Tapauá;Rural;0;0;0;13,4;9,9;19,8;100;--;0;--
Paumari do Lago Marahã;Apurinã;Lábrea;AM;118766,8862;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Total;67,9;62,5;71,8;60,3;56,2;64,3;98,2;100;71,2;--
Paumari do Lago Marahã;Apurinã;Lábrea;AM;118766,8862;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Urbana;68;62,5;72,2;83,8;73,3;97,4;100;100;100;--
Paumari do Lago Marahã;Apurinã;Lábrea;AM;118766,8862;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Rural;66,7;--;66,7;35,5;30,7;40;95,9;--;32;--
Paumari do Lago Paricá;Paumarí;Tapauá;AM;15792,112;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304104.0;Tapauá;Total;64,1;63,4;66;49;51,1;48,3;100;100;67,9;--
Paumari do Lago Paricá;Paumarí;Tapauá;AM;15792,112;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304104.0;Tapauá;Urbana;72,8;70,3;76,1;97,7;96,4;100;100;100;100;--
Paumari do Lago Paricá;Paumarí;Tapauá;AM;15792,112;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304104.0;Tapauá;Rural;0;0;0;13,4;9,9;19,8;100;--;0;--
Paumari do Rio Ituxi;Paumarí;Lábrea;AM;7572,412;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Total;67,9;62,5;71,8;60,3;56,2;64,3;98,2;100;71,2;--
Paumari do Rio Ituxi;Paumarí;Lábrea;AM;7572,412;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Urbana;68;62,5;72,2;83,8;73,3;97,4;100;100;100;--
Paumari do Rio Ituxi;Paumarí;Lábrea;AM;7572,412;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Rural;66,7;--;66,7;35,5;30,7;40;95,9;--;32;--
Peneri/Tacaquiri;Apurinã;Pauini;AM;189870,9641;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1303502.0;Pauini;Total;84,6;81,8;86,7;56,6;44,3;86,1;100;100;96,7;--
Peneri/Tacaquiri;Apurinã;Pauini;AM;189870,9641;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1303502.0;Pauini;Urbana;88;81,8;92,9;95,8;92,6;100;100;100;100;--
Peneri/Tacaquiri;Apurinã;Pauini;AM;189870,9641;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1303502.0;Pauini;Rural;0;--;0;20,6;13,9;59,3;100;--;77,8;--
Pequizal;Nambikwára;Nova Lacerda;MT;9886,8211;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MT;5106182.0;Nova Lacerda;Total;93,3;100;90,9;92,7;100;86,4;92,9;--;--;--
Pequizal;Nambikwára;Nova Lacerda;MT;9886,8211;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MT;5106182.0;Nova Lacerda;Urbana;93,3;100;90,9;100;100;100;92,9;--;--;--
Pequizal;Nambikwára;Nova Lacerda;MT;9886,8211;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MT;5106182.0;Nova Lacerda;Rural;--;--;--;80;100;72,7;--;--;--;--
Perigara;Boróro ;Barão de Melgaço;MT;10740,4115;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5101605.0;Barão de Melgaço;Total;90,5;100;83,3;94,7;90,3;97,8;97,6;--;--;--
Perigara;Boróro ;Barão de Melgaço;MT;10740,4115;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5101605.0;Barão de Melgaço;Urbana;90;100;81,8;93,9;90,9;96,3;97;--;--;--
Perigara;Boróro ;Barão de Melgaço;MT;10740,4115;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5101605.0;Barão de Melgaço;Rural;100;--;100;96,2;88,9;100;100;--;--;--
Peruíbe;Guaraní;Peruíbe;SP;480,4737;Regularizada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3537602.0;Peruíbe;Total;91,3;92,7;89,8;96,1;98,3;94,7;97,2;100;96,7;100
Peruíbe;Guaraní;Peruíbe;SP;480,4737;Regularizada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3537602.0;Peruíbe;Urbana;91,9;92,7;90,9;97,9;98,6;97,6;97,2;100;100;100
Peruíbe;Guaraní;Peruíbe;SP;480,4737;Regularizada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3537602.0;Peruíbe;Rural;60;--;60;44;50;43,5;--;--;0;--
Piaçaguera;Guarani Nhandeva;Peruíbe;SP;2773,7968;Regularizada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3537602.0;Peruíbe;Total;91,3;92,7;89,8;96,1;98,3;94,7;97,2;100;96,7;100
Piaçaguera;Guarani Nhandeva;Peruíbe;SP;2773,7968;Regularizada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3537602.0;Peruíbe;Urbana;91,9;92,7;90,9;97,9;98,6;97,6;97,2;100;100;100
Piaçaguera;Guarani Nhandeva;Peruíbe;SP;2773,7968;Regularizada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3537602.0;Peruíbe;Rural;60;--;60;44;50;43,5;--;--;0;--
Pilad Rebuá;Terena;Miranda;MS;208,3702;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MS;5005608.0;Miranda;Total;77,4;100;69,8;89,7;82,8;96,1;95,8;100;100;60
Pilad Rebuá;Terena;Miranda;MS;208,3702;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MS;5005608.0;Miranda;Urbana;93;100;88,9;98,6;97;100;99,1;--;100;60
Pilad Rebuá;Terena;Miranda;MS;208,3702;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MS;5005608.0;Miranda;Rural;44,4;--;44,4;73,5;62;87,3;89,7;100;100;--
Pinatuba;Múra;Manicoré;AM;29564,9382;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302702.0;Manicoré;Total;83,4;81,1;85,7;78,5;77,4;78,3;91;100;79,6;100
Pinatuba;Múra;Manicoré;AM;29564,9382;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302702.0;Manicoré;Urbana;90,5;85,2;98,3;100;100;100;100;100;97,6;100
