LONGITUDE;LATITUDE;NO_MUNICIPIO;NO_REGIAO;SG_UF;CO_MUNICIPIO;Total -educacao infantil;PrÃ©-Escola;Total - findamental;Ensino MÃ©dio;EducaÃ§Ã£o Profissional;EducaÃ§Ã£o de Jovens e Adultos (EJA);EducaÃ§Ã£o Especial;terrai_nome;etnia_nome;modalidade_ti;faixa_fronteira;ha-terra-indigena
-35.222939;-6.433189;pedro velho;Nordeste;RN;2409803.0;78.0;80.0;87.5;100.0;0.0;91.5;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.985195;-6.024328;portalegre;Nordeste;RN;2410207.0;76.7;78.6;100.0;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.780538;-5.06967;porto do mangue;Nordeste;RN;2410256.0;68.4;81.8;70.7;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.705605;-6.104913;presidente juscelino;Nordeste;MA;2109205.0;57.7;54.3;71.3;88.2;0.0;69.2;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.705605;-6.104913;presidente juscelino;Sudeste;MG;3153202.0;100.0;100.0;94.6;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.562268;-5.465919;pureza;Nordeste;RN;2410405.0;48.1;43.5;91.3;90.9;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.222503;-6.186495;rafael fernandes;Nordeste;RN;2410504.0;33.3;30.0;86.0;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.715974;-6.078297;rafael godeiro;Nordeste;RN;2410603.0;84.6;100.0;92.5;100.0;0.0;72.4;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.950275;-5.935803;riacho da cruz;Nordeste;RN;2410702.0;100.0;100.0;100.0;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.314833;-6.264731;riacho de santana;Nordeste;RN;2410801.0;100.0;100.0;100.0;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.314833;-6.264731;riacho de santana;Nordeste;BA;2926400.0;78.1;85.5;94.7;89.6;100.0;95.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.826275;-5.813947;riachuelo;Nordeste;RN;2410900.0;85.7;83.3;87.3;100.0;0.0;96.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.826275;-5.813947;riachuelo;Nordeste;SE;2805901.0;76.0;75.0;92.5;95.5;0.0;96.6;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.062874;-5.787994;rodolfo fernandes;Nordeste;RN;2411007.0;83.3;90.0;90.6;92.9;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.251303;-4.841437;tibau;Nordeste;RN;2411056.0;50.0;40.0;83.9;95.0;0.0;90.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.935484;-5.879429;ruy barbosa;Nordeste;RN;2411106.0;80.0;100.0;95.7;90.9;0.0;68.8;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.935484;-5.879429;ruy barbosa;Nordeste;BA;2927200.0;68.1;71.6;87.1;99.1;100.0;96.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.020517;-6.230076;santa cruz;Nordeste;RN;2411205.0;74.7;77.6;95.7;97.9;84.6;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.020517;-6.230076;santa cruz;Nordeste;PB;2513208.0;68.8;80.0;100.0;84.6;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.020517;-6.230076;santa cruz;Nordeste;PE;2612455.0;60.0;66.7;73.3;100.0;0.0;59.4;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.654105;-5.957727;santana do matos;Nordeste;RN;2411403.0;80.6;80.0;94.5;100.0;0.0;92.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.124176;-6.158694;senador georgino avelino;Nordeste;RN;2413201.0;84.6;100.0;96.9;100.0;0.0;75.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.041301;-5.165241;serra do mel;Nordeste;RN;2413359.0;97.2;100.0;92.6;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.394973;-6.663984;serra negra do norte;Nordeste;RN;2413409.0;95.0;91.7;95.0;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.501343;-6.277092;serrinha;Nordeste;RN;2413508.0;89.5;84.6;92.9;76.5;0.0;88.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.501343;-6.277092;serrinha;Nordeste;BA;2930501.0;41.9;39.8;62.3;97.6;93.6;64.6;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.961579;-6.114129;serrinha dos pintos;Nordeste;RN;2413557.0;71.4;62.5;84.6;90.0;0.0;57.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.956581;-5.778188;severiano melo;Nordeste;RN;2413607.0;63.6;63.6;92.8;92.3;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.043568;-5.926752;taboleiro grande;Nordeste;RN;2413805.0;85.7;75.0;100.0;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.598847;-5.619667;taipu;Nordeste;RN;2413904.0;54.5;66.7;77.5;100.0;0.0;66.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.179298;-6.477544;tenente ananias;Nordeste;RN;2414100.0;96.9;94.4;95.9;100.0;0.0;86.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.72066;-6.14723;tenente laurentino cruz;Nordeste;RN;2414159.0;83.3;80.0;95.3;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.0926;-6.188072;tibau do sul;Nordeste;RN;2414209.0;79.1;77.1;93.3;100.0;0.0;90.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.455293;-5.202607;touros;Nordeste;RN;2414407.0;72.7;83.3;83.2;95.3;0.0;94.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.183797;-5.866959;triunfo potiguar;Nordeste;RN;2414456.0;80.0;80.0;92.0;100.0;0.0;85.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.813258;-5.989902;umarizal;Nordeste;RN;2414506.0;66.0;66.7;92.6;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.260147;-5.641798;upanema;Nordeste;RN;2414605.0;53.8;61.1;82.9;100.0;0.0;94.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.49123;-6.319423;venha-ver;Nordeste;RN;2414753.0;53.8;55.6;76.6;85.7;0.0;62.5;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.42811;-6.045608;vera cruz;Nordeste;RN;2414803.0;90.6;94.7;88.5;94.4;0.0;71.4;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.42811;-6.045608;vera cruz;Nordeste;BA;2933208.0;61.7;67.8;78.2;88.3;100.0;94.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.42811;-6.045608;vera cruz;Sudeste;SP;3556602.0;100.0;100.0;100.0;100.0;100.0;88.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.42811;-6.045608;vera cruz;Sul;RS;4322707.0;80.9;83.6;91.6;94.1;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.076127;-6.312792;vila flor;Nordeste;RN;2415008.0;54.5;71.4;86.8;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.642209;-7.51107;ãgua branca;Nordeste;PI;2200202.0;91.8;97.9;93.9;92.0;80.0;89.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.642209;-7.51107;ãgua branca;Nordeste;PB;2500106.0;76.0;73.3;94.8;100.0;0.0;80.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.642209;-7.51107;ãgua branca;Nordeste;AL;2700102.0;64.1;85.0;90.4;98.0;0.0;73.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.177582;-7.094806;aguiar;Nordeste;PB;2500205.0;75.0;66.7;84.6;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.633892;-7.036775;alagoa grande;Nordeste;PB;2500304.0;68.8;74.3;81.1;91.1;0.0;86.2;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.759457;-7.057799;alagoa nova;Nordeste;PB;2500403.0;64.2;53.6;83.2;82.1;0.0;86.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.545491;-6.94814;alagoinha;Nordeste;PB;2500502.0;32.1;33.3;68.9;90.9;0.0;75.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.545491;-6.94814;alagoinha;Nordeste;PE;2600609.0;60.7;61.1;81.1;100.0;0.0;72.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.060604;-7.741477;alcantil;Nordeste;PB;2500536.0;52.6;50.0;62.5;92.9;0.0;70.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-34.911985;-7.432995;alhandra;Nordeste;PB;2500601.0;64.2;68.8;84.4;97.6;0.0;93.6;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.064775;-7.567212;amparo;Nordeste;PB;2500734.0;100.0;100.0;82.8;62.5;0.0;71.4;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.064775;-7.567212;amparo;Sudeste;SP;3501905.0;92.0;96.6;97.7;97.3;100.0;100.0;93.8;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.083338;-6.783695;aparecida;Nordeste;PB;2500775.0;55.6;63.2;86.1;82.4;0.0;93.8;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.083338;-6.783695;aparecida;Sudeste;SP;3502507.0;98.8;100.0;98.7;100.0;100.0;100.0;84.6;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.759542;-6.826192;arara;Nordeste;PB;2500908.0;52.6;57.7;74.6;100.0;0.0;62.2;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.735981;-6.531447;araruna;Nordeste;PB;2501005.0;62.5;67.9;82.3;95.0;0.0;52.6;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.735981;-6.531447;araruna;Sul;PR;4101705.0;96.2;97.3;98.1;95.0;0.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.703391;-6.965515;areia;Nordeste;PB;2501104.0;69.2;70.7;89.5;92.9;100.0;73.7;42.9;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.922809;-7.049961;areial;Nordeste;PB;2501203.0;90.5;91.7;87.1;82.4;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.715593;-7.548462;aroeiras;Nordeste;PB;2501302.0;77.8;85.0;84.6;94.9;0.0;86.1;60.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.6316;-6.749637;bananeiras;Nordeste;PB;2501500.0;41.5;44.2;77.4;92.9;100.0;94.5;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.996314;-7.522834;barra de santana;Nordeste;PB;2501575.0;76.0;80.0;91.2;96.2;0.0;94.4;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.059773;-6.720253;barra de santa rosa;Nordeste;PB;2501609.0;83.8;87.0;93.7;88.5;0.0;71.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-34.929186;-7.132276;bayeux;Nordeste;PB;2501807.0;41.8;43.4;76.4;93.8;0.0;93.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.548869;-6.453548;bernardino batista;Nordeste;PB;2502052.0;85.7;100.0;90.0;100.0;0.0;87.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.218951;-7.422282;boa ventura;Nordeste;PB;2502102.0;68.2;71.4;82.4;100.0;0.0;66.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.235374;-7.257913;boa vista;Norte;RR;1400100.0;90.2;92.6;93.1;94.8;92.3;87.5;0.0;Ouro;Makuxí;Tradicionalmente ocupada;Sim;sim
-36.235374;-7.257913;boa vista;Nordeste;PB;2502151.0;82.1;78.9;93.2;100.0;0.0;100.0;0.0;Ouro;Makuxí;Tradicionalmente ocupada;Sim;sim
-38.655143;-6.817958;bom jesus;Nordeste;PI;2201903.0;75.8;73.3;91.3;91.4;100.0;93.8;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.655143;-6.817958;bom jesus;Nordeste;RN;2401701.0;46.9;43.3;78.6;100.0;0.0;95.5;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.655143;-6.817958;bom jesus;Nordeste;PB;2502201.0;62.5;100.0;78.6;100.0;0.0;76.2;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.655143;-6.817958;bom jesus;Sul;SC;4202537.0;76.5;77.8;92.3;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.655143;-6.817958;bom jesus;Sul;RS;4302303.0;81.1;87.5;92.9;100.0;0.0;88.9;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.930024;-6.445047;bom sucesso;Nordeste;PB;2502300.0;66.7;50.0;88.0;100.0;0.0;52.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.930024;-6.445047;bom sucesso;Sudeste;MG;3108008.0;87.0;90.9;97.2;97.0;100.0;89.5;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.930024;-6.445047;bom sucesso;Sul;PR;4103206.0;90.9;91.7;97.7;100.0;0.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.146695;-7.179319;igaracy;Nordeste;PB;2502607.0;84.6;87.5;84.6;85.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.599376;-6.804306;borborema;Nordeste;PB;2502706.0;55.6;57.1;74.6;88.2;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.599376;-6.804306;borborema;Sudeste;SP;3507407.0;69.6;86.2;93.2;100.0;0.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.500163;-6.347708;brejo do cruz;Nordeste;PB;2502805.0;97.9;94.4;98.2;91.2;0.0;56.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.82371;-6.376183;brejo dos santos;Nordeste;PB;2502904.0;71.4;62.5;95.3;85.7;0.0;76.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.284342;-7.49067;cabaceiras;Nordeste;PB;2503100.0;92.9;100.0;95.3;83.3;0.0;90.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-34.83943;-6.966983;cabedelo;Nordeste;PB;2503209.0;84.4;81.6;91.2;95.5;100.0;98.3;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.678303;-6.923936;cachoeira dos ãndios;Nordeste;PB;2503308.0;65.5;66.7;85.7;100.0;0.0;96.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.158217;-7.128473;cacimba de areia;Nordeste;PB;2503407.0;40.0;25.0;84.2;62.5;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.792821;-6.640017;cacimba de dentro;Nordeste;PB;2503506.0;38.5;56.3;67.4;97.4;0.0;85.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.060402;-7.212359;cacimbas;Nordeste;PB;2503555.0;92.9;94.7;92.4;75.0;0.0;88.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.56053;-6.890465;cajazeiras;Nordeste;PB;2503704.0;63.0;58.5;82.6;92.3;100.0;94.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.799184;-6.962693;cajazeirinhas;Nordeste;PB;2503753.0;82.4;83.3;97.1;90.9;0.0;81.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.883859;-7.221497;campina grande;Nordeste;PB;2504009.0;66.9;66.0;85.8;97.4;90.5;97.3;97.4;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.167739;-6.910844;capim;Nordeste;PB;2504033.0;81.3;75.0;84.3;100.0;0.0;86.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.344217;-7.039654;carrapateira;Nordeste;PB;2504108.0;75.0;80.0;81.8;80.0;0.0;41.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.816305;-6.78376;casserengue;Nordeste;PB;2504157.0;76.2;69.2;90.1;71.4;0.0;88.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.61072;-7.12521;catingueira;Nordeste;PB;2504207.0;100.0;100.0;88.9;66.7;0.0;66.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.603971;-6.912307;condado;Nordeste;PB;2504504.0;70.0;85.7;96.4;94.7;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.603971;-6.912307;condado;Nordeste;PE;2604601.0;71.4;76.5;84.0;94.9;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-34.907151;-7.263572;conde;Nordeste;PB;2504603.0;91.6;88.9;95.4;95.9;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-34.907151;-7.263572;conde;Nordeste;BA;2908606.0;30.9;27.8;49.1;91.8;0.0;62.5;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.661533;-7.792571;congo;Nordeste;PB;2504702.0;41.2;50.0;85.1;92.9;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.945537;-7.016918;coremas;Nordeste;PB;2504801.0;46.9;36.8;80.2;100.0;0.0;94.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.60483;-7.628797;coxixola;Nordeste;PB;2504850.0;100.0;100.0;87.0;70.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.34793;-6.862361;cubati;Nordeste;PB;2505006.0;60.0;88.9;90.6;77.8;0.0;82.4;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.525741;-6.895814;cuitegi;Nordeste;PB;2505204.0;82.6;85.7;91.5;80.0;0.0;95.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.267057;-6.71743;curral de cima;Nordeste;PB;2505279.0;92.3;90.9;94.1;69.2;0.0;48.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.200391;-7.538085;curral velho;Nordeste;PB;2505303.0;71.4;33.3;83.3;100.0;0.0;88.2;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.092169;-7.291448;desterro;Nordeste;PB;2505402.0;70.6;70.0;94.0;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.567915;-6.740687;vista serrana;Nordeste;PB;2505501.0;80.0;80.0;95.8;62.5;0.0;85.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.265044;-7.423583;diamante;Nordeste;PB;2505600.0;45.0;63.6;84.3;78.6;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.418177;-6.688133;duas estradas;Nordeste;PB;2505808.0;61.5;77.8;88.0;90.0;0.0;96.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.714586;-7.107992;emas;Nordeste;PB;2505907.0;15.8;18.2;71.8;83.3;0.0;66.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.784609;-7.363062;fagundes;Nordeste;PB;2506103.0;81.3;85.0;79.2;85.4;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.452044;-6.404516;frei martinho;Nordeste;PB;2506202.0;100.0;100.0;93.8;80.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.790651;-7.582941;gado bravo;Nordeste;PB;2506251.0;87.5;83.3;91.0;100.0;0.0;83.3;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.489965;-6.852715;guarabira;Nordeste;PB;2506301.0;64.2;67.7;83.9;94.0;0.0;96.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.405568;-7.497851;ibiara;Nordeste;PB;2506608.0;78.6;100.0;92.3;92.3;0.0;92.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.510075;-7.388537;imaculada;Nordeste;PB;2506707.0;66.7;57.1;72.9;70.0;0.0;72.2;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.337533;-7.330932;itabaiana;Nordeste;PB;2506905.0;50.7;46.7;80.7;91.0;100.0;89.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.337533;-7.330932;itabaiana;Nordeste;SE;2802908.0;93.6;92.4;98.5;99.3;100.0;100.0;66.7;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.152573;-7.30398;itaporanga;Nordeste;PB;2507002.0;60.0;56.3;88.7;97.8;88.9;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.152573;-7.30398;itaporanga;Sudeste;SP;3522802.0;98.1;96.0;93.2;97.1;0.0;72.7;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.246296;-6.82992;itapororoca;Nordeste;PB;2507101.0;60.3;66.7;88.9;100.0;0.0;77.6;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.628161;-7.374958;itatuba;Nordeste;PB;2507200.0;89.3;85.7;93.0;93.8;0.0;92.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.570701;-7.065368;juazeirinho;Nordeste;PB;2507705.0;62.0;68.8;86.4;93.2;0.0;84.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.239454;-7.370291;juripiranga;Nordeste;PB;2507903.0;47.8;57.1;80.4;97.1;0.0;80.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.819264;-7.534307;juru;Nordeste;PB;2508000.0;78.6;75.0;81.3;90.9;0.0;86.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.91509;-6.594209;lagoa;Nordeste;PB;2508109.0;58.3;66.7;82.9;90.0;0.0;27.8;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.377044;-6.670599;lagoa de dentro;Nordeste;PB;2508208.0;79.3;83.3;95.1;96.3;0.0;94.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.85144;-7.158412;lagoa seca;Nordeste;PB;2508307.0;73.8;82.7;86.4;95.3;100.0;90.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.179218;-6.516531;lastro;Nordeste;PB;2508406.0;50.0;42.9;72.4;88.9;0.0;58.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.948629;-7.379003;livramento;Nordeste;PB;2508505.0;79.2;84.2;97.7;92.9;0.0;50.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.443299;-6.615371;logradouro;Nordeste;PB;2508554.0;90.0;85.7;86.4;81.8;0.0;85.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-34.874609;-6.898849;lucena;Nordeste;PB;2508604.0;74.0;79.4;89.5;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.517776;-6.907185;malta;Nordeste;PB;2508802.0;83.3;72.7;89.5;77.8;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.123893;-6.833715;mamanguape;Nordeste;PB;2508901.0;65.1;66.3;85.4;97.0;0.0;96.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.318542;-7.056384;mari;Nordeste;PB;2509107.0;49.3;62.2;77.1;93.5;0.0;68.1;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
